style,color,url,index
0557, Black,https://dl.dropboxusercontent.com/s/9j4yr2fd8tt9cxt/0557%20Black.jpg?dl=0,0
0557, Red,https://dl.dropboxusercontent.com/s/o66svswbkyer8nf/0557%20Red.jpg?dl=0,0
0557, White,https://dl.dropboxusercontent.com/s/h2gyoaur2kdvfum/0557%20White.jpg?dl=0,0
0582, Silver,https://dl.dropboxusercontent.com/s/i379v4ejl425bp3/0582%20Silver.jpg?dl=0,0
0586, Black,https://dl.dropboxusercontent.com/s/s7bjppt95kb9uy0/0586%20Black.jpg?dl=0,0
0650, Chocolate,https://dl.dropboxusercontent.com/s/8gb1mmzrobrv4vs/0650%20Chocolate.jpg?dl=0,0
0650, Royal.JP,https://dl.dropboxusercontent.com/s/fhujzr5nbhirytq/0650%20Royal.JPG?dl=0,0
0650, Silver.JP,https://dl.dropboxusercontent.com/s/a21wt7w7nt6zocd/0650%20Silver.JPG?dl=0,0
0650, White,https://dl.dropboxusercontent.com/s/fe1mbvmnprvifhj/0650%20White.jpg?dl=0,0
0652, Black,https://dl.dropboxusercontent.com/s/33enx0bhojyb7y7/0652%20Black.jpg?dl=0,0
0652, Red,https://dl.dropboxusercontent.com/s/20pm6ztnekkbyrl/0652%20Red.jpg?dl=0,0
0654, Purple,https://dl.dropboxusercontent.com/s/34vdim8vxqkp503/0654%20Purple.jpg?dl=0,0
0654, Red,https://dl.dropboxusercontent.com/s/5voyqotwtbulnij/0654%20Red.jpg?dl=0,0
0654, Royal,https://dl.dropboxusercontent.com/s/q4jiq85xe9tvhpw/0654%20Royal.jpg?dl=0,0
0654, White,https://dl.dropboxusercontent.com/s/hzdxc0bma9voojg/0654%20White.jpg?dl=0,0
0655, Black,https://dl.dropboxusercontent.com/s/xjsbggf5xgsobjs/0655%20Black.jpg?dl=0,0
0655, Navy.JP,https://dl.dropboxusercontent.com/s/q1kyd77anad1e6z/0655%20Navy.JPG?dl=0,0
0655, Royal,https://dl.dropboxusercontent.com/s/z54edq7r56t6ec8/0655%20Royal.jpg?dl=0,0
0655, White,https://dl.dropboxusercontent.com/s/82x2hcn0twgv3wd/0655%20White.jpg?dl=0,0
0708, Black,https://dl.dropboxusercontent.com/s/47r32iciuq92obw/0708%20Black.jpg?dl=0,0
0709, Black,https://dl.dropboxusercontent.com/s/ks9c490g74m83gc/0709%20Black.jpg?dl=0,0
0710, Black,https://dl.dropboxusercontent.com/s/j541kqo2i2ri058/0710%20Black.jpg?dl=0,0
0710, Chocolate,https://dl.dropboxusercontent.com/s/004zqlcu1sqdwca/0710%20Chocolate.jpg?dl=0,0
0710, Ivory,https://dl.dropboxusercontent.com/s/1axbi9aoi9b0bqm/0710%20Ivory.jpg?dl=0,0
0710, Navy,https://dl.dropboxusercontent.com/s/6opx8glq93uhpt5/0710%20Navy.jpg?dl=0,0
0710, Royal,https://dl.dropboxusercontent.com/s/jq5vfy7gtqg0mip/0710%20Royal.jpg?dl=0,0
0710, White,https://dl.dropboxusercontent.com/s/ek85wjdbp0l2soy/0710%20White.jpg?dl=0,0
0711, Lime,https://dl.dropboxusercontent.com/s/uv9f8qi2nkwsnt2/0711%20Lime.jpg?dl=0,0
0711, Lime,https://dl.dropboxusercontent.com/s/9w1b0f5p5paeaqr/0711%20Lime_back.jpg?dl=0,back.jp
0711, Navy,https://dl.dropboxusercontent.com/s/39ofrb0o8iyheol/0711%20Navy.jpg?dl=0,0
0818, Fuchsia.JP,https://dl.dropboxusercontent.com/s/jsr418v64wqu48j/0818%20Fuchsia.JPG?dl=0,0
0818, Navy,https://dl.dropboxusercontent.com/s/6drg5i1m1tyl4mt/0818%20Navy.jpg?dl=0,0
0818, Navy,https://dl.dropboxusercontent.com/s/1irum12ptze8lzv/0818%20Navy_back.jpg?dl=0,back.jp
0822, Navy,https://dl.dropboxusercontent.com/s/qy0a9ekibhqcfnj/0822%20Navy.jpg?dl=0,0
0822, Peach,https://dl.dropboxusercontent.com/s/p7ddw3fg62juvez/0822%20Peach.jpg?dl=0,0
0822, Peach,https://dl.dropboxusercontent.com/s/ydxsxsaoqgbgaam/0822%20Peach_back.jpg?dl=0,back.jp
0823, Black,https://dl.dropboxusercontent.com/s/xmn3c9281j6kkp8/0823%20Black.jpg?dl=0,0
0823, Chocolate,https://dl.dropboxusercontent.com/s/n1tjqs3ve3nkppo/0823%20Chocolate.jpg?dl=0,0
0823, Navy,https://dl.dropboxusercontent.com/s/uwuuolo3wj622t3/0823%20Navy.jpg?dl=0,0
0823, Purple,https://dl.dropboxusercontent.com/s/qmker33mbgrxk23/0823%20Purple.jpg?dl=0,0
0823, Red,https://dl.dropboxusercontent.com/s/zy5vk96g6p53c3p/0823%20Red.jpg?dl=0,0
0823, Royal,https://dl.dropboxusercontent.com/s/pwicr4c4wqrkfq9/0823%20Royal.jpg?dl=0,0
0823, Silver,https://dl.dropboxusercontent.com/s/ic03poiryrea7wq/0823%20Silver.jpg?dl=0,0
0823, White,https://dl.dropboxusercontent.com/s/mrcpk8ycictkbhr/0823%20White.jpg?dl=0,0
0824, Black,https://dl.dropboxusercontent.com/s/imkjz58e61xuavt/0824%20Black.jpg?dl=0,0
0824, Cranberry,https://dl.dropboxusercontent.com/s/1cs1vjmvqgw2rt3/0824%20Cranberry.jpg?dl=0,0
0824, Plum,https://dl.dropboxusercontent.com/s/ga7fjc70jnpsrqi/0824%20Plum.jpg?dl=0,0
0824, Royal,https://dl.dropboxusercontent.com/s/uvtdhtlyu9ut510/0824%20Royal.jpg?dl=0,0
0824, Silver,https://dl.dropboxusercontent.com/s/2yanlio4com4n3o/0824%20Silver.jpg?dl=0,0
0824, White,https://dl.dropboxusercontent.com/s/9jz7rfdo50c9lad/0824%20White.jpg?dl=0,0
0825, Black,https://dl.dropboxusercontent.com/s/3blfvhe1l5tpqfx/0825%20Black.jpg?dl=0,0
0825, Chocolate,https://dl.dropboxusercontent.com/s/54u5yb0jh77etc0/0825%20Chocolate.jpg?dl=0,0
0825, Chocolate,https://dl.dropboxusercontent.com/s/znr9f1puwqv19f1/0825%20Chocolate_back.jpg?dl=0,back.jp
0826, Black,https://dl.dropboxusercontent.com/s/r2ufywg025b5tgf/0826%20Black.jpg?dl=0,0
0826, Black,https://dl.dropboxusercontent.com/s/bzf7la7fpd3rbo8/0826%20Black_back.jpg?dl=0,back.jp
0826, White,https://dl.dropboxusercontent.com/s/rovtg67gnsmvcn4/0826%20White.jpg?dl=0,0
0867, Black,https://dl.dropboxusercontent.com/s/3v4nw1o202s6psi/0867%20Black.jpg?dl=0,0
0867, Black,https://dl.dropboxusercontent.com/s/watowbjvglpfu72/0867%20Black_back.jpg?dl=0,back.jp
0867, White,https://dl.dropboxusercontent.com/s/o5vmoyc0241meii/0867%20White.jpg?dl=0,0
0875, Peacock,https://dl.dropboxusercontent.com/s/qzhpoknv6svi3a0/0875%20Peacock.jpg?dl=0,0
0877, Blue,https://dl.dropboxusercontent.com/s/j7u0jmndrefqa57/0877%20Blue_back.jpg?dl=0,back.jp
0877, Navy,https://dl.dropboxusercontent.com/s/jz188k6vgakqk7w/0877%20Navy.jpg?dl=0,0
0877, Navy,https://dl.dropboxusercontent.com/s/s6f3qtkkmn6llrg/0877%20Navy_cami.jpg?dl=0,cami.jp
0877, White,https://dl.dropboxusercontent.com/s/z41gzxl3rd6pu9f/0877%20White.jpg?dl=0,0
0888, Sapphire,https://dl.dropboxusercontent.com/s/lmwh30cdasv9z7d/0888%20Sapphire.jpg?dl=0,0
0888, Sapphire,https://dl.dropboxusercontent.com/s/mc5go4vxn5wjumd/0888%20Sapphire_back.jpg?dl=0,back.jp
0888, Silver,https://dl.dropboxusercontent.com/s/ebtbmo41gztyeti/0888%20Silver.jpg?dl=0,0
0888, White,https://dl.dropboxusercontent.com/s/hsrym11krdrf7nf/0888%20White.jpg?dl=0,0
0889, Aqua blue,https://dl.dropboxusercontent.com/s/5z7vifeu7myhjpt/0889%20Aqua%20blue.jpg?dl=0,0
0889, Aqua blue,https://dl.dropboxusercontent.com/s/to55aajs78kp434/0889%20Aqua%20blue_back.jpg?dl=0,back.jp
0889, Coral pink,https://dl.dropboxusercontent.com/s/815z9fy23b5r9nf/0889%20Coral%20pink.jpg?dl=0,0
0889, White,https://dl.dropboxusercontent.com/s/6ah075e0f94mk2u/0889%20White.jpg?dl=0,0
0895, B. Orange,https://dl.dropboxusercontent.com/s/h3a49anebrqkhxz/0895%20B.%20Orange.jpg?dl=0,0
0895, Silver,https://dl.dropboxusercontent.com/s/l45sxjnoj64ip6a/0895%20Silver.jpg?dl=0,0
0895, Silver,https://dl.dropboxusercontent.com/s/lu6njy692ljfiqh/0895%20Silver_back.jpg?dl=0,back.jp
0895, White,https://dl.dropboxusercontent.com/s/785hxy1ggmtfit5/0895%20White.jpg?dl=0,0
0898, Seafoam,https://dl.dropboxusercontent.com/s/542syiwpdzhxb5z/0898%20Seafoam.jpg?dl=0,0
0898, White,https://dl.dropboxusercontent.com/s/b04nlqgvjfjetug/0898%20White.jpg?dl=0,0
0899, Seafoam,https://dl.dropboxusercontent.com/s/e5v2mh2q2m285so/0899%20Seafoam.jpg?dl=0,0
0899, Seafoam,https://dl.dropboxusercontent.com/s/fr1zg2894q49tbs/0899%20Seafoam_back.jpg?dl=0,back.jp
0899, White,https://dl.dropboxusercontent.com/s/zfd22wq424mf7wa/0899%20White_1.jpg?dl=0,1.jp
0899, White,https://dl.dropboxusercontent.com/s/mp0s1x4mhub76ir/0899%20White_2.jpg?dl=0,2.jp
0906, White-turq,https://dl.dropboxusercontent.com/s/hfn61ldbn4liv4p/0906%20White-turq_back.jpg?dl=0,back.jp
0906, White-turq,https://dl.dropboxusercontent.com/s/naztzleob1to9ki/0906%20White-turq_cami.jpg?dl=0,cami.jp
0907, Champagne,https://dl.dropboxusercontent.com/s/8nr39of0ag0u3pf/0907%20Champagne.jpg?dl=0,0
0907, Emerald,https://dl.dropboxusercontent.com/s/vrpnigxyvgj70ie/0907%20Emerald.jpg?dl=0,0
0907, Emerald,https://dl.dropboxusercontent.com/s/1v1b0v1xknirhv3/0907%20Emerald_back.jpg?dl=0,back.jp
0908, Champagne,https://dl.dropboxusercontent.com/s/533hjnzhqd8zyxl/0908%20Champagne.jpg?dl=0,0
0908, Emerald,https://dl.dropboxusercontent.com/s/739f4hune7p51ov/0908%20Emerald.jpg?dl=0,0
0908, Emerald,https://dl.dropboxusercontent.com/s/qqfg2ly2itun8jt/0908%20Emerald_back.jpg?dl=0,back.jp
0910, Black-wht Dot,https://dl.dropboxusercontent.com/s/e6ko5plcnfoz9py/0910%20Black-wht%20Dot.jpg?dl=0,0
0910, Black-wht Dot,https://dl.dropboxusercontent.com/s/blrhc9v799nq6hk/0910%20Black-wht%20Dot_back.jpg?dl=0,back.jp
0913, White,https://dl.dropboxusercontent.com/s/bc5z9pyn4z07qpd/0913%20White.jpg?dl=0,0
0913, White,https://dl.dropboxusercontent.com/s/68sfuk61jhc8std/0913%20White_back.jpg?dl=0,back.jp
0918, Navy,https://dl.dropboxusercontent.com/s/civoo6a77y1sojs/0918%20Navy.jpg?dl=0,0
0918, Navy,https://dl.dropboxusercontent.com/s/1zk1r0gnzr2xpmu/0918%20Navy_back.jpg?dl=0,back.jp
0886, Royal-black,https://dl.dropboxusercontent.com/s/1vuz31wwgft9rkm/0886%20Royal-black.jpg?dl=0,0
0708, Navy,https://dl.dropboxusercontent.com/s/ovp37ydptxgo95d/0708%20Navy.jpg?dl=0,0
0903, White,https://dl.dropboxusercontent.com/s/f0ewygcybe0e5lo/0903%20White.jpg?dl=0,0
0653, White,https://dl.dropboxusercontent.com/s/vb0l3iy2bre1nt8/0653%20White.jpg?dl=0,0
0653, White,https://dl.dropboxusercontent.com/s/1iy1fo9m4a0c4h9/0653%20White_back.jpg?dl=0,back.jp
0711, Fuchsia,https://dl.dropboxusercontent.com/s/4cyp1i3z0qjsxjy/0711%20Fuchsia.jpg?dl=0,0
#0708, Navy,https://dl.dropboxusercontent.com/s/3ztjcrausfwu1qb/%230708%20Navy_Need%20to%20change%20button%20color.jpg?dl=0,Need to change button color.jp
0708, White,https://dl.dropboxusercontent.com/s/2q3ugj96d1it1sh/0708%20White.jpg?dl=0,0
0886, Royal black,https://dl.dropboxusercontent.com/s/oyx9618lrx3rrf7/0886%20Royal%20black.jpg?dl=0,0
0888, Sapphire-teal,https://dl.dropboxusercontent.com/s/ngea8w8v48n2z3l/0888%20Sapphire-teal.jpg?dl=0,0
0888, Sapphire-teal,https://dl.dropboxusercontent.com/s/7rdkushl4zne79b/0888%20Sapphire-teal_back.jpg?dl=0,back.jp
0707, White,https://dl.dropboxusercontent.com/s/zsduik6ao8f59da/0707%20White.jpg?dl=0,0
0707, White,https://dl.dropboxusercontent.com/s/q1jpwi1m9xj1j97/0707%20White_back.jpg?dl=0,back.jp
0707, White,https://dl.dropboxusercontent.com/s/0v8r65kek9w5qct/0707%20White_cami.jpg?dl=0,cami.jp
0919, Fuchsia,https://dl.dropboxusercontent.com/s/tmdc8cyz2943a7k/0919%20Fuchsia_back.jpg?dl=0,back.jp
0919, Black,https://dl.dropboxusercontent.com/s/1gpwkl6rwcdddvf/0919%20Black_1.jpg?dl=0,1.jp
0919, Black,https://dl.dropboxusercontent.com/s/kwe3s2i82ksw1zk/0919%20Black_2.jpg?dl=0,2.jp
0919, Fuchsia,https://dl.dropboxusercontent.com/s/5csnlxg4s9mlm02/0919%20Fuchsia.jpg?dl=0,0
0920, White,https://dl.dropboxusercontent.com/s/1l6kxubzle5o8gt/0920%20White_back.jpg?dl=0,back.jp
0920, Black,https://dl.dropboxusercontent.com/s/xfjask96idw0r5v/0920%20Black_1.jpg?dl=0,1.jp
0920, Black,https://dl.dropboxusercontent.com/s/5v2l5o0ikic00tp/0920%20Black_2.jpg?dl=0,2.jp
0920, White,https://dl.dropboxusercontent.com/s/sbydq34aag992bn/0920%20White.jpg?dl=0,0
0653, Black,https://dl.dropboxusercontent.com/s/rqr7woofyq6enaz/0653%20Black.jpg?dl=0,0
0654, Black,https://dl.dropboxusercontent.com/s/blb68fdjgsx2ktv/0654%20Black.jpg?dl=0,0
0921, Black,https://dl.dropboxusercontent.com/s/5f7klwwwga92gl8/0921%20Black_1.jpg?dl=0,1.jp
0921, Black,https://dl.dropboxusercontent.com/s/17mt162onenwqd5/0921%20Black_2.jpg?dl=0,2.jp
0921, Black,https://dl.dropboxusercontent.com/s/61wziyx9rrcp52j/0921%20Black_dress.jpg?dl=0,dress.jp
0921, White,https://dl.dropboxusercontent.com/s/3nwmeg9u61sus1m/0921%20White.jpg?dl=0,0
0921, White,https://dl.dropboxusercontent.com/s/ctrk9e1ul327oo4/0921%20White_back.jpg?dl=0,back.jp
0921, White,https://dl.dropboxusercontent.com/s/ghpnhdep7ta44dr/0921%20White_dress.jpg?dl=0,dress.jp
0929, White,https://dl.dropboxusercontent.com/s/lxr2cxhkr55x8jd/0929%20White_back.jpg?dl=0,back.jp
0928, Violet,https://dl.dropboxusercontent.com/s/clergr1ia95ksp5/0928%20Violet.jpg?dl=0,0
0928, Violet,https://dl.dropboxusercontent.com/s/cl8iul6e4n8us5x/0928%20Violet_back.jpg?dl=0,back.jp
0929, White,https://dl.dropboxusercontent.com/s/ilwxczgwicc88ru/0929%20White.jpg?dl=0,0
0652, Emerald,https://dl.dropboxusercontent.com/s/gzpykyavtk7w97n/0652%20Emerald.jpg?dl=0,0
0652, Emerald,https://dl.dropboxusercontent.com/s/5zdiyxbtdqra6fe/0652%20Emerald_back.jpg?dl=0,back.jp
0709, Emerald,https://dl.dropboxusercontent.com/s/mmcnlfbb7p2e8o6/0709%20Emerald_back.jpg?dl=0,back.jp
0912, Blue,https://dl.dropboxusercontent.com/s/s07lhn03an2u5o2/0912%20Blue.jpg?dl=0,0
0912, Blue,https://dl.dropboxusercontent.com/s/h04scxuun49u76g/0912%20Blue_back.jpg?dl=0,back.jp
0912, White,https://dl.dropboxusercontent.com/s/ffz04vz5cdh8nop/0912%20White.jpg?dl=0,0
0914, White,https://dl.dropboxusercontent.com/s/ls46qcdenwbthef/0914%20White.jpg?dl=0,0
0914, Yellow,https://dl.dropboxusercontent.com/s/4hkbqlizslbnxun/0914%20Yellow_back.jpg?dl=0,back.jp
0650, Black,https://dl.dropboxusercontent.com/s/ap75huusnptps0s/0650%20Black_back.jpg?dl=0,back.jp
0915, Blue,https://dl.dropboxusercontent.com/s/lrcael1yy6bqpjx/0915%20Blue.jpg?dl=0,0
0915, Blue,https://dl.dropboxusercontent.com/s/k6ioebmc5cqmnyj/0915%20Blue_back.jpg?dl=0,back.jp
0915, Blue,https://dl.dropboxusercontent.com/s/bmx2kuphe7lpbir/0915%20Blue_dress%20back.jpg?dl=0,dress back.jp
0915, Blue,https://dl.dropboxusercontent.com/s/9yd3ylrv4sc0h5e/0915%20Blue_dress.jpg?dl=0,dress.jp
0915, White,https://dl.dropboxusercontent.com/s/y4asbk0rm5vopmo/0915%20White.jpg?dl=0,0
0915, Yellow,https://dl.dropboxusercontent.com/s/qudh8xsv7oboxpc/0915%20Yellow.jpg?dl=0,0
0915, Yellow,https://dl.dropboxusercontent.com/s/160uyww28hp83sg/0915%20Yellow_dress.jpg?dl=0,dress.jp
0709, Emerald,https://dl.dropboxusercontent.com/s/kc9u4zx7zurgvtd/0709%20Emerald.jpg?dl=0,0
0709, Red,https://dl.dropboxusercontent.com/s/lie444kg49djk3j/0709%20Red.jpg?dl=0,0
0650, Black,https://dl.dropboxusercontent.com/s/yjoca4tktyigx2x/0650%20Black.jpg?dl=0,0
0867, Chocolate,https://dl.dropboxusercontent.com/s/c0h172l8me7cwlh/0867%20Chocolate.jpg?dl=0,0
0825, White,https://dl.dropboxusercontent.com/s/9pniqn89lwmv7nt/0825%20White.jpg?dl=0,0
0929, Hot Pink,https://dl.dropboxusercontent.com/s/ywznoilrjs55gpw/0929%20Hot%20Pink.jpg?dl=0,0
0929, Turq,https://dl.dropboxusercontent.com/s/r0dcst8lys37rt3/0929%20Turq.jpg?dl=0,0
0930, Orange Red,https://dl.dropboxusercontent.com/s/q8h57owkqpz1x88/0930%20Orange%20Red.jpg?dl=0,0
0902, Blue,https://dl.dropboxusercontent.com/s/q7vko7ju5rz1mx1/0902%20Blue_back.jpg?dl=0,back.jp
0902, Pink,https://dl.dropboxusercontent.com/s/g2tm881c76unhzn/0902%20Pink.jpg?dl=0,0
0901, Ivory,https://dl.dropboxusercontent.com/s/c3xj96ly1tkib35/0901%20Ivory_dress.jpg?dl=0,dress.jp
0902, Blue,https://dl.dropboxusercontent.com/s/avpdwybgkfxqnx8/0902%20Blue.jpg?dl=0,0
0906, White-navy,https://dl.dropboxusercontent.com/s/ltirg9suz96kjxp/0906%20White-navy_cami.jpg?dl=0,cami.jp
0910, Coral-white,https://dl.dropboxusercontent.com/s/e55lo33gq200us5/0910%20Coral-white.jpg?dl=0,0
0915, Yellow,https://dl.dropboxusercontent.com/s/fgcf0jdxm9g7ncg/0915%20Yellow_1.jpg?dl=0,1.jp
0927, Ocean Blue,https://dl.dropboxusercontent.com/s/9nutgiedfizuylo/0927%20Ocean%20Blue.jpg?dl=0,0
0927, Violet,https://dl.dropboxusercontent.com/s/ezb090if0z9gz32/0927%20Violet.jpg?dl=0,0
0928, Ocean Blue,https://dl.dropboxusercontent.com/s/vksi72p0rtowbt4/0928%20Ocean%20Blue.jpg?dl=0,0
0901, Champagne,https://dl.dropboxusercontent.com/s/s06c9st93rymnko/0901%20Champagne.jpg?dl=0,0
0901, Ivory,https://dl.dropboxusercontent.com/s/0067sskpqojiih7/0901%20Ivory.jpg?dl=0,0
0903, Black,https://dl.dropboxusercontent.com/s/6b82tz5500kysel/0903%20Black.jpg?dl=0,0
0906, White-navy,https://dl.dropboxusercontent.com/s/m948dcmk86oz99u/0906%20White-navy.jpg?dl=0,0
0906, White-turq,https://dl.dropboxusercontent.com/s/0cgixca49kh5065/0906%20White-turq.jpg?dl=0,0
0914, Yellow,https://dl.dropboxusercontent.com/s/8h7jq16gvp93de0/0914%20Yellow.jpg?dl=0,0
D1319, Purple,https://dl.dropboxusercontent.com/s/hakh07mo0fi5dah/D1319%20Purple.jpg?dl=0,0
D1320, Mustard Gold,https://dl.dropboxusercontent.com/s/3ou2mkbmy5md4s5/D1320%20Mustard%20Gold.jpg?dl=0,0
D1320, Olive,https://dl.dropboxusercontent.com/s/5fwcyd9txckmrdz/D1320%20Olive.jpg?dl=0,0
D1320, Royal,https://dl.dropboxusercontent.com/s/5vd5r5mr2l9lawl/D1320%20Royal.jpg?dl=0,0
D1321, Black,https://dl.dropboxusercontent.com/s/cmc8m86z19addg8/D1321%20Black.jpg?dl=0,0
D1321, White,https://dl.dropboxusercontent.com/s/vckfvf9t1splfrr/D1321%20White.jpg?dl=0,0
